model,condition,record_id,scenario_id,category,ground_truth_class,ground_truth_risk,scenario_source,repetitions,classification_mode,classification_mode_count,classification_agreement_rate,number_of_unique_classifications,classification_entropy,all_repetitions_classification_identical,risk_mode,risk_mode_count,risk_agreement_rate,number_of_unique_risk_levels,risk_entropy,all_repetitions_risk_identical,mean_pairwise_indicator_jaccard,minimum_pairwise_indicator_jaccard,maximum_pairwise_indicator_jaccard,indicator_union_size,indicator_intersection_size,all_repetitions_indicator_sets_identical,mean_pairwise_explanation_similarity,minimum_pairwise_explanation_similarity,json_parse_validity_rate,required_fields_validity_rate,classification_validity_rate,risk_level_validity_rate,indicator_list_validity_rate,strict_schema_validity_rate,first_attempt_strict_schema_success_rate,retry_rate,timeout_rate,empty_response_rate,indicator_vocabulary_compliance_rate,canonical_indicator_count,out_of_vocabulary_indicator_count,mean_out_of_vocabulary_indicators_per_response,unique_out_of_vocabulary_indicators,mean_latency,median_latency,standard_deviation_latency,minimum_latency,maximum_latency,latency_coefficient_of_variation,classification_accuracy_across_repetitions,risk_accuracy_across_repetitions,mean_ground_truth_indicator_precision,mean_ground_truth_indicator_recall,mean_ground_truth_indicator_f1
llama3,rag,R005,NORMAL_014,NORMAL,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.9273,0.8182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,firewall_events,5.158,4.945,0.348,4.892,5.808,0.0675,0.0,0.0,0.0,0.0,0.0
llama3,rag,R006,SEC_017,SEC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,5.169,5.238,0.188,4.951,5.448,0.0364,1.0,1.0,0.0,0.0,0.0
llama3,rag,R011,PROC_005,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,risky_processes; windowsterminal.exe,5.234,5.207,0.347,4.895,5.867,0.0663,1.0,0.0,1.0,0.5,0.6667
llama3,rag,R018,SEC_005,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,realtime_protection_enabled = false,4.907,4.796,0.256,4.753,5.417,0.0521,1.0,1.0,1.0,0.5,0.6667
llama3,rag,R028,AUTH_005,AUTH,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,5.217,5.0,0.337,4.982,5.861,0.0646,1.0,0.0,0.3333,1.0,0.5
llama3,rag,R029,USB_007,USB,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.8889,0.7222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,5.089,4.905,0.291,4.846,5.598,0.0572,1.0,0.0,0.0,0.0,0.0
llama3,rag,R046,NET_005,NET,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,failed_login_activity,4.945,4.816,0.256,4.794,5.456,0.0518,0.0,0.0,1.0,0.5,0.6667
llama3,rag,R050,AUTH_003,AUTH,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,4,0.8,2,0.7219,False,1.0,1.0,1.0,2,2,True,0.8545,0.6364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,5.171,4.998,0.342,4.848,5.814,0.0662,0.0,0.0,0.0,0.0,0.0
llama3,rag,R051,SEC_010,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,powershell.exe; windowsterminal.exe,5.246,5.259,0.215,4.923,5.595,0.0409,1.0,1.0,1.0,0.5,0.6667
llama3,rag,R060,NET_012,NET,abnormal,high,augmented,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,0.88,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,failed_login_activity; nmap.exe,5.181,5.191,0.165,4.996,5.417,0.0319,1.0,1.0,1.0,0.5,0.6667
llama3,rag,R067,AUTH_009,AUTH,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.8,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,1.2,0.8,0.8,risky_processes,5.742,5.757,0.208,5.496,6.077,0.0362,1.0,0.0,0.0,0.0,0.0
llama3,rag,R079,USB_017,USB,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,5,5,True,0.9429,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5,0,0,,5.454,5.405,0.111,5.388,5.676,0.0203,1.0,1.0,0.0,0.0,0.0
llama3,rag,R086,PROC_016,PROC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,6,6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6,0,0,,5.672,5.751,0.251,5.378,6.033,0.0443,1.0,1.0,0.1667,0.5,0.25
llama3,rag,R095,PERSIST_006,PERSIST,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7091,0.2727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,scheduled_task_change,5.453,5.402,0.272,5.077,5.926,0.05,1.0,1.0,0.0,0.0,0.0
llama3,rag,R098,PROC_006,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.8667,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,5.412,5.428,0.223,5.174,5.783,0.0412,1.0,0.0,0.0,0.0,0.0
llama3,rag,R099,PERSIST_017,PERSIST,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,5.122,5.139,0.251,4.845,5.551,0.049,1.0,1.0,0.0,0.0,0.0
llama3,rag,R105,PERSIST_014,PERSIST,abnormal,critical,augmented,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,0.7333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,powershell.exe; service_change,5.318,5.301,0.307,4.987,5.856,0.0577,1.0,0.0,0.0,0.0,0.0
llama3,rag,R113,NORMAL_016,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.952,4.801,0.23,4.78,5.378,0.0465,1.0,1.0,0.0,0.0,0.0
llama3,rag,R114,NORMAL_006,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,4,4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,0,0,,5.059,4.907,0.227,4.851,5.429,0.045,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R002,NORMAL_008,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,5.699,4.608,2.439,4.197,10.564,0.428,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R005,NORMAL_014,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.97,4.771,0.364,4.752,5.693,0.0732,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R006,SEC_017,SEC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.754,4.8,0.084,4.59,4.819,0.0178,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R011,PROC_005,PROC,abnormal,medium,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.921,4.811,0.385,4.536,5.662,0.0782,0.0,0.0,0.0,0.0,0.0
qwen3:8b,rag,R018,SEC_005,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.948,4.826,0.222,4.8,5.385,0.0449,1.0,1.0,0.5,0.5,0.5
qwen3:8b,rag,R028,AUTH_005,AUTH,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.907,4.798,0.402,4.59,5.692,0.082,1.0,0.0,0.0,0.0,0.0
qwen3:8b,rag,R029,USB_007,USB,abnormal,medium,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.518,4.327,0.287,4.305,5.045,0.0636,0.0,0.0,0.0,0.0,0.0
qwen3:8b,rag,R046,NET_005,NET,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,1,1,True,0.7333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,,4.439,4.294,0.341,4.206,5.117,0.0768,1.0,1.0,1.0,0.5,0.6667
qwen3:8b,rag,R050,AUTH_003,AUTH,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.701,4.634,0.405,4.359,5.472,0.0861,0.0,0.0,0.0,0.0,0.0
qwen3:8b,rag,R051,SEC_010,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.9579,0.8947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,4.913,4.806,0.297,4.588,5.471,0.0605,1.0,1.0,1.0,0.5,0.6667
qwen3:8b,rag,R060,NET_012,NET,abnormal,high,augmented,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.9467,0.8667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,4.781,4.789,0.024,4.743,4.811,0.005,1.0,1.0,1.0,0.5,0.6667
qwen3:8b,rag,R067,AUTH_009,AUTH,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7778,0.4444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,4.937,4.706,0.379,4.697,5.679,0.0768,1.0,0.0,0.0,0.0,0.0
qwen3:8b,rag,R079,USB_017,USB,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.843,4.764,0.196,4.698,5.232,0.0405,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R086,PROC_016,PROC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.727,4.766,0.135,4.505,4.909,0.0285,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R095,PERSIST_006,PERSIST,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.8105,0.5263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,scheduled_task_change,4.691,4.595,0.424,4.369,5.514,0.0904,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R098,PROC_006,PROC,abnormal,medium,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,benign_background_processes; verified_activity_context.command_activity,4.737,4.725,0.344,4.41,5.355,0.0727,0.0,0.0,0.0,0.0,0.0
qwen3:8b,rag,R099,PERSIST_017,PERSIST,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.633,4.59,0.227,4.394,4.995,0.0489,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R105,PERSIST_014,PERSIST,abnormal,critical,augmented,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,4.91,4.757,0.372,4.653,5.646,0.0757,1.0,0.0,0.5,0.5,0.5
qwen3:8b,rag,R113,NORMAL_016,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.764,4.779,0.277,4.397,5.239,0.058,1.0,1.0,0.0,0.0,0.0
qwen3:8b,rag,R114,NORMAL_006,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,4.815,4.759,0.229,4.532,5.232,0.0475,1.0,1.0,0.0,0.0,0.0
